type dayOfWeek location
"Aid Response" 0 "(47.612715999999999, -122.345399)"
"Trans to AMR" 2 "(47.695267000000001, -122.290294)"
"Aid Response Yellow" 2 "(47.72343, -122.34816499999999)"
"Medic Response" 2 "(47.596674, -122.32478999999999)"
"Aid Response" 2 "(47.539419000000002, -122.390816)"
"4RED - 2 + 1 + 1" 2 "(47.700530999999998, -122.34679)"
"Aid Response" 2 "(47.577328000000001, -122.395413)"
"Aid Response" 2 "(47.661467000000002, -122.368768)"
"Aid Response" 2 "(47.560966999999998, -122.339439)"
"Aid Response" 2 "(47.611837000000001, -122.343912)"
"Aid Response" 2 "(47.507026000000003, -122.269492)"
"Aid Response" 2 "(47.633522999999997, -122.277157)"
"Aid Response" 2 "(47.542890999999997, -122.359561)"
"Aid Response" 2 "(47.615254, -122.31815899999999)"
"Medic Response" 2 "(47.606088, -122.332909)"
"Trans to AMR" 2 "(47.568047, -122.32267299999999)"
"Trans to AMR" 2 "(47.554937000000002, -122.282393)"
"Rescue Elevator" 2 "(47.576847999999998, -122.297004)"
"Auto Fire Alarm" 2 "(47.731952999999997, -122.293609)"
"3RED - 1 +1 + 1" 2 "(47.708444999999998, -122.29076000000001)"
"Aid Response" 2 "(47.550553000000001, -122.39788900000001)"
"Aid Response" 2 "(47.610233000000001, -122.33663799999999)"
"Automatic Fire Alarm False" 2 "(47.628337000000002, -122.35668099999999)"
"Trans to AMR" 2 "(47.705343999999997, -122.304328)"
"Medic Response" 2 "(47.562472, -122.38545499999999)"
"Medic Response" 2 "(47.612963000000001, -122.320762)"
"Rescue Elevator" 2 "(47.576847999999998, -122.297004)"
"Trans to AMR" 2 "(47.623398000000002, -122.33300199999999)"
"Aid Response" 2 "(47.563495000000003, -122.318461)"
"Trans to AMR" 2 "(47.582838000000002, -122.38648499999999)"
"Aid Response" 2 "(47.611694, -122.324223)"
"Medic Response" 2 "(47.615546000000002, -122.302645)"
"Car Fire Freeway" 2 "(47.643416999999999, -122.308528)"
"""Medic Response" 2 "(47.708660000000002, -122.301278)"
"Aid Response" 2 "(47.715046999999998, -122.344858)"
"Aid Response" 2 "(47.708899000000002, -122.32056799999999)"
"Medic Response" 2 "(47.703265999999999, -122.333904)"
"Automatic Fire Alarm Resd" 2 "(47.716270999999999, -122.371618)"
"Aid Response" 2 "(47.692307999999997, -122.31219)"
"Aid Response" 2 "(47.518000999999998, -122.34797399999999)"
"Aid Response" 2 "(47.608786000000002, -122.336913)"
"Aid Response" 2 "(47.60436, -122.319411)"
"Automatic Medical Alarm" 2 "(47.520730999999998, -122.352847)"
"Car Fire" 2 "(47.509965000000001, -122.28336299999999)"
"Aid Response" 2 "(47.614317, -122.316839)"
"Aid Response" 2 "(47.667192, -122.376217)"
"Medic Response" 2 "(47.554937000000002, -122.282393)"
"Aid Response" 2 "(47.523193999999997, -122.393362)"
"Aid Response" 2 "(47.615217999999999, -122.326804)"
"Aid Response" 2 "(47.536017999999999, -122.29203699999999)"
"Fire in Single Family Res" 2 "(47.695677000000003, -122.295158)"
"Medic Response" 2 "(47.617316000000002, -122.347229)"
"Aid Response" 2 "(47.595019999999998, -122.38739700000001)"
"Aid Response" 2 "(47.665852000000001, -122.301917)"
"Medic Response" 2 "(47.658298000000002, -122.31778199999999)"
"Aid Response" 2 "(47.639575000000001, -122.277084)"
"Auto Fire Alarm" 2 "(47.642567, -122.37603799999999)"
"Aid Response" 2 "(47.560459000000002, -122.275724)"
"Aid Response" 2 "(47.604878999999997, -122.32400699999999)"
"Automatic Fire Alarm Resd" 2 "(47.675136000000002, -122.263884)"
"Medic Response" 2 "(47.660173, -122.396101)"
"Medic Response" 2 "(47.553376999999998, -122.27386)"
"Medic Response" 2 "(47.53022, -122.270809)"
"Aid Response" 2 "(47.626322000000002, -122.34886299999999)"
"Aid Response" 2 "(47.678055999999998, -122.275605)"
"Aid Response" 2 "(47.604990999999998, -122.333174)"
"Aid Response" 2 "(47.699610999999997, -122.27528700000001)"
"Medic Response" 2 "(47.573630000000001, -122.29454800000001)"
"Aid Response" 2 "(47.676020999999999, -122.406368)"
"Aid Response Yellow" 2 "(47.601702000000003, -122.32214999999999)"
"Aid Response" 2 "(47.602984999999997, -122.328535)"
"Aid Response" 2 "(47.624578, -122.35540399999999)"
"Aid Response" 2 "(47.614094000000001, -122.32445800000001)"
"Automatic Fire Alarm Resd" 2 "(47.637228, -122.280805)"
"Aid Response" 2 "(47.575183000000003, -122.378139)"
"Aid Response" 2 "(47.606586, -122.336434)"
"Aid Response" 2 "(47.580593, -122.313412)"
"Aid Response" 2 "(47.613374999999998, -122.346513)"
"Motor Vehicle Accident" 2 "(47.723211999999997, -122.344977)"
"Aid Response" 2 "(47.692737000000001, -122.344548)"
"Aid Response" 2 "(47.614089999999997, -122.337592)"
"Medic Response" 2 "(47.602114, -122.330809)"
"Aid Response" 2 "(47.538902, -122.268879)"
"Trans to AMR" 2 "(47.705343999999997, -122.304328)"
"Aid Response" 2 "(47.600822999999998, -122.334182)"
"Medic Response" 2 "(47.614431000000003, -122.320786)"
"Aid Response" 2 "(47.509084000000001, -122.381503)"
"Medic Response" 2 "(47.721116000000002, -122.296336)"
"Aid Response" 2 "(47.619807999999999, -122.325295)"
"Auto Fire Alarm" 2 "(47.638635000000001, -122.37503599999999)"
"Aid Response" 2 "(47.661177000000002, -122.288195)"
"Chimney Fire" 2 "(47.703549000000002, -122.368745)"
"""Medic Response" 2 "(47.728211000000002, -122.293627)"
"Investigate Out Of Service" 2 "(47.549770000000002, -122.288608)"
"Aid Response" 2 "(47.506014, -122.376013)"
"Aid Response" 2 "(47.681412999999999, -122.3053)"
"Aid Response" 2 "(47.613494000000003, -122.328845)"
"Auto Fire Alarm" 2 "(47.601717999999998, -122.331581)"
"Aid Response" 2 "(47.597473000000001, -122.327675)"
"Auto Fire Alarm" 2 "(47.685611999999999, -122.336765)"
"Aid Response" 2 "(47.563394000000002, -122.3605)"
"Aid Response" 2 "(47.581009000000002, -122.312099)"
"Medic Response" 2 "(47.592104999999997, -122.31728099999999)"
"Aid Response" 2 "(47.618560000000002, -122.344679)"
"Aid Response Yellow" 2 "(47.658116, -122.33861)"
"Aid Response" 2 "(47.626322000000002, -122.34886299999999)"
"Aid Response" 2 "(47.679461000000003, -122.322756)"
"Auto Fire Alarm" 2 "(47.603698000000001, -122.329187)"
"Medic Response" 2 "(47.596676000000002, -122.326122)"
"Aid Response" 2 "(47.604340000000001, -122.311178)"
"Medic Response" 2 "(47.691034000000002, -122.35260599999999)"
"Aid Response" 2 "(47.68694, -122.358555)"
"Aid Response" 2 "(47.696359000000001, -122.344319)"
"Aid Response" 2 "(47.547632999999998, -122.286314)"
"Aid Response Yellow" 2 "(47.701613999999999, -122.33567499999999)"
"Aid Response" 2 "(47.602164999999999, -122.330856)"
"Aid Response" 2 "(47.678230999999997, -122.40296499999999)"
"Medic Response" 2 "(47.638567000000002, -122.308651)"
"Illegal Burn" 2 "(47.660578000000001, -122.351007)"
"Aid Response" 2 "(47.542648, -122.29475499999999)"
"Aid Response" 2 "(47.630271, -122.301648)"
"Aid Response" 2 "(47.582932, -122.299038)"
"Aid Response" 2 "(47.712167000000001, -122.312433)"
"Medic Response" 2 "(47.548802999999999, -122.276968)"
"Aid Response" 2 "(47.602984999999997, -122.328535)"
"Medic Response" 2 "(47.605201999999998, -122.319413)"
"Automatic Medical Alarm" 2 "(47.623423000000003, -122.324032)"
"Auto Fire Alarm" 2 "(47.611348, -122.328514)"
"Aid Response" 2 "(47.524706000000002, -122.35530300000001)"
"Aid Response" 2 "(47.708610999999998, -122.32595499999999)"
"Aid Response" 2 "(47.600883000000003, -122.33363799999999)"
"Medic Response" 2 "(47.601697000000001, -122.31924100000001)"
"Aid Response" 2 "(47.602164999999999, -122.330856)"
"Aid Response" 2 "(47.674663000000002, -122.323407)"
"Aid Response" 2 "(47.571550000000002, -122.344652)"
"Medic Response" 2 "(47.674098999999998, -122.404675)"
"Aid Response" 2 "(47.615479999999998, -122.346085)"
"Aid Response" 2 "(47.655320000000003, -122.307891)"
"Aid Response" 2 "(47.523293000000002, -122.264555)"
"Aid Response" 2 "(47.625796000000001, -122.338635)"
"Aid Response" 2 "(47.668661999999998, -122.370959)"
"Trans to AMR" 2 "(47.701613999999999, -122.33567499999999)"
"Aid Response" 2 "(47.522239999999996, -122.31912699999999)"
"Unk Odor" 2 "(47.660528999999997, -122.362081)"
"Aid Response" 2 "(47.619827000000001, -122.34239100000001)"
"Auto Fire Alarm" 2 "(47.708660000000002, -122.301278)"
"Aid Response" 2 "(47.658298000000002, -122.31778199999999)"
"Aid Response" 2 "(47.694239000000003, -122.360677)"
"Car Fire Freeway" 2 "(47.542026999999997, -122.30364899999999)"
"Aid Response" 2 "(47.554937000000002, -122.282393)"
"Aid Response" 2 "(47.639561999999998, -122.310644)"
"Aid Response" 2 "(47.610971999999997, -122.34046499999999)"
"Medic Response" 2 "(47.610002999999999, -122.338025)"
"Aid Response" 2 "(47.696809999999999, -122.327101)"
"Medic Response" 2 "(47.623398000000002, -122.33300199999999)"
"Aid Response" 2 "(47.669438, -122.371138)"
"Medic Response" 2 "(47.595540999999997, -122.298643)"
"Auto Fire Alarm" 2 "(47.588436999999999, -122.315855)"
"Auto Fire Alarm" 2 "(47.607945000000001, -122.32847099999999)"
"Aid Response" 2 "(47.670175999999998, -122.37935299999999)"
"Automatic Medical Alarm" 2 "(47.563394000000002, -122.3605)"
"Aid Response" 2 "(47.612541, -122.343119)"
"Medic Response" 2 "(47.606687000000001, -122.31155)"
"Aid Response" 2 "(47.619917000000001, -122.31953900000001)"
"Aid Response" 2 "(47.678230999999997, -122.40296499999999)"
"Aid Response" 3 "(47.605820000000001, -122.326526)"
"Aid Response" 3 "(47.716844000000002, -122.34488899999999)"
"Aid Response" 3 "(47.605873000000003, -122.33578199999999)"
"Medic Response" 3 "(47.548243999999997, -122.395138)"
"Medic Response" 3 "(47.624265999999999, -122.318663)"
"Aid Response" 3 "(47.676136, -122.290283)"
"Aid Response" 3 "(47.523055999999997, -122.319795)"
"Medic Response" 3 "(47.609749999999998, -122.337793)"
"Aid Response" 3 "(47.613354000000001, -122.315518)"
"Aid Response" 3 "(47.663592000000001, -122.358029)"
"Auto Fire Alarm" 3 "(47.588414, -122.309467)"
"Aid Response" 3 "(47.726863999999999, -122.348004)"
"Aid Response" 3 "(47.614790999999997, -122.34493999999999)"
"Aid Response" 3 "(47.667070000000002, -122.301946)"
"Aid Response" 3 "(47.623480999999998, -122.358024)"
"Medic Response" 3 "(47.602172000000003, -122.33086299999999)"
"Aid Response" 3 "(47.666736, -122.31521499999999)"
"Automatic Fire Alarm Resd" 3 "(47.555391999999998, -122.29548699999999)"
"Medic Response" 3 "(47.567726999999998, -122.300147)"
"Aid Response" 3 "(47.677720999999998, -122.276927)"
"Aid Response" 3 "(47.72343, -122.34816499999999)"
"Auto Fire Alarm" 3 "(47.598292000000001, -122.334191)"
"Aid Response" 3 "(47.614269999999998, -122.316839)"
"Trans to AMR" 3 "(47.720157, -122.29272899999999)"
"Aid Response" 3 "(47.602164999999999, -122.330856)"
"Medic Response" 3 "(47.605922, -122.284566)"
"Medic Response" 3 "(47.609088, -122.330457)"
"Medic Response" 3 "(47.546214999999997, -122.375056)"
"Aid Response" 3 "(47.639606999999998, -122.36628899999999)"
"Aid Response" 3 "(47.701613999999999, -122.33567499999999)"
"Auto Fire Alarm" 3 "(47.614216999999996, -122.347937)"
"Aid Response" 3 "(47.624578, -122.35540399999999)"
"Aid Response" 3 "(47.614113000000003, -122.31553)"
"Automatic Fire Alarm Resd" 3 "(47.704861000000001, -122.309257)"
"Motor Vehicle Accident Freeway" 3 "(47.620742, -122.328647)"
"Aid Response" 3 "(47.648656000000003, -122.395641)"
"Aid Response" 3 "(47.691381, -122.317611)"
"Aid Response" 3 "(47.569237000000001, -122.371433)"
"Aid Response" 3 "(47.71049, -122.326004)"
"Aid Response" 3 "(47.614548999999997, -122.312651)"
"Auto Fire Alarm" 3 "(47.571232999999999, -122.291003)"
"Auto Fire Alarm" 3 "(47.571232999999999, -122.291003)"
"Motor Vehicle Accident Freeway" 3 "(47.640560999999998, -122.346435)"
"Unk Odor" 3 "(47.560504000000002, -122.268159)"
"Motor Vehicle Accident" 3 "(47.564076999999997, -122.376189)"
"Aid Response" 3 "(47.590558000000001, -122.38748200000001)"
"Auto Fire Alarm" 3 "(47.608434000000003, -122.33812500000001)"
"Aid Response" 3 "(47.72099, -122.334176)"
"Aid Response" 3 "(47.717758000000003, -122.312622)"
"Medic Response" 3 "(47.63353, -122.358503)"
"Aid Response" 3 "(47.690590999999998, -122.35387799999999)"
"Aid Response" 3 "(47.621099999999998, -122.338463)"
"Medic Response" 3 "(47.661695000000002, -122.308374)"
"Aid Response" 3 "(47.525955000000003, -122.269983)"
"Aid Response" 3 "(47.708899000000002, -122.32056799999999)"
"Fire in Building" 3 "(47.551071, -122.31349899999999)"
"Medic Response" 3 "(47.673893999999997, -122.335525)"
"Aid Response" 3 "(47.604990999999998, -122.333174)"
"Aid Response" 3 "(47.675294999999998, -122.35435)"
"Unk Odor" 3 "(47.527312999999999, -122.32222400000001)"
"Motor Vehicle Accident" 3 "(47.598289999999999, -122.332886)"
"Aid Response" 3 "(47.686205000000001, -122.357705)"
"Medic Response" 3 "(47.597405999999999, -122.317228)"
"Aid Response" 3 "(47.72099, -122.334176)"
"Motor Vehicle Accident Freeway" 3 "(47.657220000000002, -122.322633)"
"Medic Response" 3 "(47.671705000000003, -122.387587)"
"Medic Response" 3 "(47.661475000000003, -122.307242)"
"Aid Response" 3 "(47.693001000000002, -122.392934)"
"Medic Response" 3 "(47.539105999999997, -122.35290500000001)"
"Auto Fire Alarm" 3 "(47.611942999999997, -122.325987)"
"Aid Response" 3 "(47.614705000000001, -122.34479399999999)"
"Medic Response" 3 "(47.599192000000002, -122.325817)"
"Medic Response" 3 "(47.617173000000001, -122.33310299999999)"
"Medic Response" 3 "(47.588414, -122.309467)"
"Medic Response" 3 "(47.724494999999997, -122.321455)"
"Aid Response" 3 "(47.663330000000002, -122.29810999999999)"
"Medic Response" 3 "(47.661532999999999, -122.32072700000001)"
"Medic Response" 3 "(47.600194000000002, -122.330541)"
"Aid Response" 3 "(47.603237, -122.33794399999999)"
"Aid Response Yellow" 3 "(47.714087999999997, -122.331097)"
"Aid Response" 3 "(47.703347999999998, -122.36890699999999)"
"Auto Fire Alarm" 3 "(47.660752000000002, -122.389931)"
"Auto Fire Alarm" 3 "(47.628712999999998, -122.330907)"
"Motor Vehicle Accident" 3 "(47.719715999999998, -122.31267800000001)"
"Motor Vehicle Accident" 3 "(47.577525999999999, -122.297522)"
"Medic Response" 3 "(47.533692000000002, -122.36042500000001)"
"Auto Fire Alarm" 3 "(47.539445999999998, -122.29095)"
"Automatic Fire Alarm Resd" 3 "(47.615856000000001, -122.284612)"
"Aid Response Yellow" 3 "(47.690396999999997, -122.32299999999999)"
"Aid Response" 3 "(47.604413000000001, -122.329842)"
"Illegal Burn" 3 "(47.674576000000002, -122.354041)"
"Aid Response" 3 "(47.639727000000001, -122.325891)"
"Aid Response" 3 "(47.702894999999998, -122.35078)"
"Aid Response" 3 "(47.607916000000003, -122.287098)"
"Auto Fire Alarm" 3 "(47.535372000000002, -122.315012)"
"Medic Response" 3 "(47.71049, -122.326004)"
"Aid Response" 3 "(47.649411000000001, -122.34855899999999)"
"Medic Response" 3 "(47.560119, -122.385486)"
"Aid Response" 3 "(47.614170999999999, -122.32078199999999)"
"Medic Response" 3 "(47.714171, -122.30579899999999)"
"Auto Fire Alarm" 3 "(47.588436999999999, -122.315855)"
"Auto Fire Alarm" 3 "(47.606208000000002, -122.31914999999999)"
"Aid Response" 3 "(47.659579000000001, -122.346689)"
"Motor Vehicle Accident" 3 "(47.570191000000001, -122.38676700000001)"
"Aid Response" 3 "(47.531393000000001, -122.27179599999999)"
"Medic Response" 3 "(47.587767999999997, -122.313783)"
"Medic Response" 3 "(47.674317000000002, -122.29025799999999)"
"Aid Response" 3 "(47.535916, -122.27502)"
"Medic Response" 3 "(47.555883000000001, -122.30038999999999)"
"Aid Response" 3 "(47.542467000000002, -122.27466099999999)"
"Medic Response" 3 "(47.518177999999999, -122.367277)"
"Aid Response" 3 "(47.690680999999998, -122.344523)"
"Aid Response" 3 "(47.719292000000003, -122.297765)"
"Aid Response" 3 "(47.573698999999998, -122.32999100000001)"
"Aid Response" 3 "(47.611671999999999, -122.336484)"
"Medic Response" 3 "(47.683245999999997, -122.325593)"
"Automatic Fire Alarm Resd" 3 "(47.635027000000001, -122.318668)"
"Aid Response" 3 "(47.602172000000003, -122.33086299999999)"
"Aid Response" 3 "(47.604357999999998, -122.318105)"
"Aid Response" 3 "(47.593316999999999, -122.297479)"
"Alarm Bell" 3 "(47.573124, -122.37815999999999)"
"Medic Response" 3 "(47.567858000000001, -122.398816)"
"Medic Response" 3 "(47.654139999999998, -122.34990500000001)"
"Medic Response" 3 "(47.622140999999999, -122.311356)"
"Medic Response" 3 "(47.704186999999997, -122.323161)"
"Aid Response" 3 "(47.617620000000002, -122.31013900000001)"
"Aid Response Yellow" 3 "(47.699556999999999, -122.275288)"
"Aid Response" 3 "(47.614888000000001, -122.347087)"
"Aid Response" 3 "(47.721116000000002, -122.296336)"
"Aid Response" 3 "(47.607390000000002, -122.332564)"
"Aid Response Yellow" 3 "(47.665852000000001, -122.301917)"
"Aid Response" 3 "(47.663274000000001, -122.31309899999999)"
"Aid Response" 3 "(47.680931000000001, -122.400019)"
"Auto Fire Alarm" 3 "(47.609673000000001, -122.34223799999999)"
"Trans to AMR" 3 "(47.610971999999997, -122.34046499999999)"
"Aid Response" 3 "(47.613559000000002, -122.348806)"
"Medic Response" 3 "(47.674871000000003, -122.31192299999999)"
"Aid Response" 3 "(47.661625999999998, -122.28653199999999)"
"Aid Response" 3 "(47.601666999999999, -122.302339)"
"Medic Response" 3 "(47.558655000000002, -122.285241)"
"Aid Response" 3 "(47.658633999999999, -122.304247)"
"Aid Response" 3 "(47.73413, -122.355571)"
"Motor Vehicle Accident" 3 "(47.507990999999997, -122.278367)"
"Medic Response" 3 "(47.506582999999999, -122.270133)"
"Illegal Burn" 3 "(47.695813999999999, -122.314623)"
"Aid Response" 3 "(47.694290000000002, -122.35534)"
"Rubbish Fire" 3 "(47.562866, -122.386775)"
"Aid Response" 3 "(47.678339999999999, -122.32895000000001)"
"Auto Fire Alarm" 3 "(47.616815000000003, -122.311453)"
"Medic Response" 3 "(47.541488999999999, -122.387745)"
"Aid Response" 3 "(47.623390999999998, -122.314649)"
"Medic Response" 3 "(47.615788999999999, -122.336507)"
"Aid Response" 3 "(47.569958, -122.307785)"
"Medic Response" 3 "(47.701756000000003, -122.335022)"
"Motor Vehicle Accident Freeway" 3 "(47.576790000000003, -122.31947599999999)"
"Auto Fire Alarm" 3 "(47.540719000000003, -122.337155)"
"Aid Response" 3 "(47.615254, -122.31815899999999)"
"Medic Response" 3 "(47.600870999999998, -122.32635399999999)"
"Aid Response" 3 "(47.698458000000002, -122.37274499999999)"
"Aid Response" 3 "(47.615219000000003, -122.325529)"
